seccion_code,seccion_desc,division_code,division_desc,group_code,group_desc,ciiu_code,ciiu_desc,infered_macrosector
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2395,"Fabricación de artículos de hormigón, cemento y yeso",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2396,"Corte, tallado y acabado de la piedra",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,23,Fabricación de otros productos minerales no metálicos,239,Fabricación de productos minerales no metálicos n.c.p.,2399,Fabricación de otros productos minerales no metálicos n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,24,Fabricación de productos metalúrgicos básicos,241,Industrias básicas de hierro y de acero,2410,Industrias básicas de hierro y de acero,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,24,Fabricación de productos metalúrgicos básicos,242,Industrias básicas de metales preciosos y de metales no ferrosos,2421,Industrias básicas de metales preciosos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,24,Fabricación de productos metalúrgicos básicos,242,Industrias básicas de metales preciosos y de metales no ferrosos,2429,Industrias básicas de otros metales no ferrosos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,24,Fabricación de productos metalúrgicos básicos,243,Fundición de metales,2431,Fundición de hierro y de acero,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,24,Fabricación de productos metalúrgicos básicos,243,Fundición de metales,2432,Fundición de metales no ferrosos ,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2511,Fabricación de productos metálicos para uso estructural,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2512,"Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancías",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2513,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",252,Fabricación de armas y municiones,2520,Fabricación de armas y municiones,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2591,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2592,Tratamiento y revestimiento de metales; mecanizado,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2599,Fabricación de otros productos elaborados de metal n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",261,Fabricación de componentes y tableros electrónicos,2610,Fabricación de componentes y tableros electrónicos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",262,Fabricación de computadoras y de equipo periférico,2620,Fabricación de computadoras y de equipo periférico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",263,Fabricación de equipos de comunicación,2630,Fabricación de equipos de comunicación,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",264,Fabricación de aparatos electrónicos de consumo,2640,Fabricación de aparatos electrónicos de consumo,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes",2651,"Fabricación de equipo de medición, prueba, navegación y control",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes",2652,Fabricación de relojes,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",266,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,2660,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",267,Fabricación de instrumentos ópticos y equipo fotográfico,2670,Fabricación de instrumentos ópticos y equipo fotográfico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",268,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,2680,Fabricación de medios magnéticos y ópticos para almacenamiento de datos,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica",2711,"Fabricación de motores, generadores y transformadores eléctricos",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica",2712,Fabricación de aparatos de distribución y control de la energía eléctrica,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,272,"Fabricación de pilas, baterías y acumuladores eléctricos",2720,"Fabricación de pilas, baterías y acumuladores eléctricos",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,273,Fabricación de hilos y cables aislados y sus dispositivos,2731,Fabricación de hilos y cables eléctricos y de fibra óptica,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,273,Fabricación de hilos y cables aislados y sus dispositivos,2732,Fabricación de dispositivos de cableado,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,274,Fabricación de equipos eléctricos de iluminación,2740,Fabricación de equipos eléctricos de iluminación,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,275,Fabricación de aparatos de uso doméstico,2750,Fabricación de aparatos de uso doméstico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,279,Fabricación de otros tipos de equipo eléctrico n.c.p.,2790,Fabricación de otros tipos de equipo eléctrico n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2811,"Fabricación de motores, turbinas, y partes para motores de combustión interna",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2812,Fabricación de equipos de potencia hidráulica y neumática,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2813,"Fabricación de otras bombas, compresores, grifos y válvulas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2815,"Fabricación de hornos, hogares y quemadores industriales",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2816,Fabricación de equipo de elevación y manipulación,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2817,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2818,Fabricación de herramientas manuales con motor,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2819,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2821,Fabricación de maquinaria agropecuaria y forestal,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2822,Fabricación de máquinas formadoras de metal y de máquinas herramienta,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2823,Fabricación de maquinaria para la metalurgia,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2824,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2829,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",291,Fabricación de vehículos automotores y sus motores,2910,Fabricación de vehículos automotores y sus motores,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",293,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2930,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,301,Construcción de barcos y otras embarcaciones,3011,Construcción de barcos y de estructuras flotantes,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,301,Construcción de barcos y otras embarcaciones,3012,Construcción de embarcaciones de recreo y deporte,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,302,Fabricación de locomotoras y de material rodante para ferrocarriles,3020,Fabricación de locomotoras y de material rodante para ferrocarriles,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,303,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",3030,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,304,Fabricación de vehículos militares de combate,3040,Fabricación de vehículos militares de combate,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3091,Fabricación de motocicletas,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3092,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,31,"Fabricación de muebles, colchones y somieres",311,Fabricación de muebles ,3110,Fabricación de muebles ,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,31,"Fabricación de muebles, colchones y somieres",312,Fabricación de colchones y somieres,3120,Fabricación de colchones y somieres,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,321,"Fabricación de joyas, bisutería y artículos conexos",3210,"Fabricación de joyas, bisutería y artículos conexos",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,322,Fabricación de instrumentos musicales,3220,Fabricación de instrumentos musicales,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,323,Fabricación de artículos y equipo para la práctica del deporte,3230,Fabricación de artículos y equipo para la práctica del deporte,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,324,"Fabricación de juegos, juguetes y rompecabezas",3240,"Fabricación de juegos, juguetes y rompecabezas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,325,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",3250,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,329,Otras industrias manufactureras n.c.p.,3290,Otras industrias manufactureras n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3311,Mantenimiento y reparación especializado de productos elaborados en metal,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3312,Mantenimiento y reparación especializado de maquinaria y equipo,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3313,Mantenimiento y reparación especializado de equipo electrónico y óptico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3314,Mantenimiento y reparación especializado de equipo eléctrico,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3315,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas",MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3319,Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,MANUFACTURA
C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",332,Instalación especializada de maquinaria y equipo industrial ,3320,Instalación especializada de maquinaria y equipo industrial ,MANUFACTURA
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3511,Generación de energía eléctrica,SERVICIOS
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3512,Transmisión de energía eléctrica,SERVICIOS
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3513,Distribución de energía eléctrica,SERVICIOS
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3514,Comercialización de energía eléctrica,SERVICIOS
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",352,Producción de gas; distribución de combustibles gaseosos por tuberías,3520,Producción de gas; distribución de combustibles gaseosos por tuberías,SERVICIOS
D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",353,Suministro de vapor y aire acondicionado,3530,Suministro de vapor y aire acondicionado,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",36,"Captación, tratamiento y distribución de agua",360,"Captación, tratamiento y distribución de agua",3600,"Captación, tratamiento y distribución de agua",SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",37,Evacuación y tratamiento de aguas residuales,370,Evacuación y tratamiento de aguas residuales,3700,Evacuación y tratamiento de aguas residuales,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",381,Recolección de desechos,3811,Recolección de desechos no peligrosos,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",381,Recolección de desechos,3812,Recolección de desechos peligrosos,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",382,Tratamiento y disposición de desechos,3821,Tratamiento y disposición de desechos no peligrosos,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",382,Tratamiento y disposición de desechos,3822,Tratamiento y disposición de desechos peligrosos,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",383,Recuperación de materiales,3830,Recuperación de materiales,SERVICIOS
E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",39,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,390,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,3900,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,SERVICIOS
F,CONSTRUCCIÓN,41,Construcción de edificios,411,Construcción de edificios,4111,Construcción de edificios residenciales,CONSTRUCCIÓN
F,CONSTRUCCIÓN,41,Construcción de edificios,411,Construcción de edificios,4112,Construcción de edificios no residenciales,CONSTRUCCIÓN
F,CONSTRUCCIÓN,42,Obras de ingeniería civil,421,Construcción de carreteras y vías de ferrocarril,4210,Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN
F,CONSTRUCCIÓN,42,Obras de ingeniería civil,422,Construcción de proyectos de servicio público,4220,Construcción de proyectos de servicio público,CONSTRUCCIÓN
F,CONSTRUCCIÓN,42,Obras de ingeniería civil,429,Construcción de otras obras de ingeniería civil,4290,Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,431,Demolición y preparación del terreno,4311,Demolición,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,431,Demolición y preparación del terreno,4312,Preparación del terreno,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4321,Instalaciones eléctricas,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4322,"Instalaciones de fontanería, calefacción y aire acondicionado",CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4329,Otras instalaciones especializadas,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,433,Terminación y acabado de edificios y obras de ingeniería civil,4330,Terminación y acabado de edificios y obras de ingeniería civil,CONSTRUCCIÓN
F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,439,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,CONSTRUCCIÓN
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",451,Comercio de vehículos automotores,4511,Comercio de vehículos automotores nuevos,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",451,Comercio de vehículos automotores,4512,Comercio de vehículos automotores usados,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",452,Mantenimiento y reparación de vehículos automotores,4520,Mantenimiento y reparación de vehículos automotores,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",453,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",4542,Mantenimiento y reparación de motocicletas y de sus partes y piezas,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",461,Comercio al por mayor a cambio de una retribución o por contrata,4610,Comercio al por mayor a cambio de una retribución o por contrata,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",462,Comercio al por mayor de materias primas agropecuarias; animales vivos,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",463,"Comercio al por mayor de alimentos, bebidas y tabaco",4631,Comercio al por mayor de productos alimenticios,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",463,"Comercio al por mayor de alimentos, bebidas y tabaco",4632,Comercio al por mayor de bebidas y tabaco,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4642,Comercio al por mayor de prendas de vestir,COMERCIO
G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4643,Comercio al por mayor de calzado,COMERCIO
